Count,ngram,,,,
Vectorizer.Count,FALSE,1,1,1110,0.928214732
Vectorizer.Count,FALSE,2,1,1110,0.941635456
Vectorizer.Count,FALSE,3,1,1110,0.944132335
Vectorizer.Count,FALSE,4,1,1110,0.940699126
Vectorizer.Count,FALSE,5,1,1110,0.938826467
Vectorizer.Count,FALSE,6,1,1110,0.937578027
Vectorizer.Count,FALSE,7,1,1110,0.937265918
Vectorizer.Count,FALSE,8,1,1110,0.936017478
Vectorizer.Count,FALSE,9,1,1110,0.935393258
Count,min,,,,
Vectorizer.Count,FALSE,3,0,1110,0.944132335
Vectorizer.Count,FALSE,3,1,1110,0.944132335
Vectorizer.Count,FALSE,3,2,1110,0.941947566
Vectorizer.Count,FALSE,3,3,1110,0.939138577
Vectorizer.Count,FALSE,3,4,1110,0.937578027
Vectorizer.Count,FALSE,3,5,1110,0.937265918
Vectorizer.Count,FALSE,3,6,1110,0.936641698
Vectorizer.Count,FALSE,3,7,1110,0.935081149
Vectorizer.Count,FALSE,3,8,1110,0.93196005
Vectorizer.Count,FALSE,3,9,1110,0.933208489
Vectorizer.Count,FALSE,3,10,1110,0.93164794
Count,max,,,,
Vectorizer.Count,FALSE,3,1,10,0.917915106
Vectorizer.Count,FALSE,3,1,110,0.937890137
Vectorizer.Count,FALSE,3,1,210,0.938514357
Vectorizer.Count,FALSE,3,1,310,0.937265918
Vectorizer.Count,FALSE,3,1,410,0.936017478
Vectorizer.Count,FALSE,3,1,510,0.937890137
Vectorizer.Count,FALSE,3,1,610,0.938514357
Vectorizer.Count,FALSE,3,1,710,0.938202247
Vectorizer.Count,FALSE,3,1,810,0.938514357
Vectorizer.Count,FALSE,3,1,910,0.940387016
Vectorizer.Count,FALSE,3,1,1010,0.940074906
Vectorizer.Count,FALSE,3,1,1010,0.940074906
Vectorizer.Count,FALSE,3,1,1110,0.944132335
Vectorizer.Count,FALSE,3,1,1210,0.943820225
Vectorizer.Count,FALSE,3,1,1310,0.942571785
Vectorizer.Count,FALSE,3,1,1410,0.942571785
Vectorizer.Count,FALSE,3,1,1510,0.940387016
Vectorizer.Count,FALSE,3,1,1610,0.940387016
Vectorizer.Count,FALSE,3,1,1710,0.939762797
Vectorizer.Count,FALSE,3,1,1810,0.939138577
Vectorizer.Count,FALSE,3,1,1910,0.938826467
Vectorizer.Count,FALSE,3,1,2010,0.940387016
TF-IDF,ngram,,,,
Vectorizer.TfIdf,FALSE,1,2,110,0.88701623
Vectorizer.TfIdf,FALSE,2,2,110,0.93071161
Vectorizer.TfIdf,FALSE,3,2,110,0.933520599
Vectorizer.TfIdf,FALSE,4,2,110,0.933520599
Vectorizer.TfIdf,FALSE,5,2,110,0.933832709
Vectorizer.TfIdf,FALSE,6,2,110,0.93289638
Vectorizer.TfIdf,FALSE,7,2,110,0.93289638
Vectorizer.TfIdf,FALSE,8,2,110,0.93289638
Vectorizer.TfIdf,FALSE,9,2,110,0.93164794
TF-IDF,min,,,,
Vectorizer.TfIdf,FALSE,5,0,110,0.93102372
Vectorizer.TfIdf,FALSE,5,1,110,0.93102372
Vectorizer.TfIdf,FALSE,5,2,110,0.933832709
Vectorizer.TfIdf,FALSE,5,3,110,0.928214732
Vectorizer.TfIdf,FALSE,5,4,110,0.926029963
Vectorizer.TfIdf,FALSE,5,5,110,0.923845194
Vectorizer.TfIdf,FALSE,5,6,110,0.922284644
Vectorizer.TfIdf,FALSE,5,7,110,0.919475655
Vectorizer.TfIdf,FALSE,5,8,110,0.913545568
Vectorizer.TfIdf,FALSE,5,9,110,0.913545568
Vectorizer.TfIdf,FALSE,5,10,110,0.911360799
TF-IDF,max,,,,
Vectorizer.TfIdf,FALSE,5,2,10,0.911048689
Vectorizer.TfIdf,FALSE,5,2,110,0.933832709
Vectorizer.TfIdf,FALSE,5,2,210,0.93102372
Vectorizer.TfIdf,FALSE,5,2,310,0.933520599
Vectorizer.TfIdf,FALSE,5,2,410,0.93289638
Vectorizer.TfIdf,FALSE,5,2,510,0.93133583
Vectorizer.TfIdf,FALSE,5,2,610,0.93133583
Vectorizer.TfIdf,FALSE,5,2,710,0.929775281
Vectorizer.TfIdf,FALSE,5,2,810,0.929463171
Vectorizer.TfIdf,FALSE,5,2,910,0.929775281
Vectorizer.TfIdf,FALSE,5,2,1010,0.929775281
